	sampling	sampling_strategy	param	value	mean_precision	mean_recall	mean_f1	mean_avg_precision	mean_interpolated_auc
0	NONE	0.0	n_neighbors	5.0	0.0016197120564669077	0.07233333333333333	0.003168374412397197	0.004673226681213708	0.0032835762720683026
1	NONE	0.0	n_neighbors	10.0	0.0023177259982104835	0.08033333333333334	0.004505291537485839	0.001996248929753278	0.0018243772958794844
2	NONE	0.0	n_neighbors	20.0	0.0040375684107162805	0.11266666666666665	0.007794830822614779	0.0017148402942256697	0.001558989649998741
3	NONE	0.0	n_neighbors	35.0	0.008115923191824415	0.20933333333333332	0.01562353368801946	0.0012728068825225381	0.001186656926418359
4	NONE	0.0	n_neighbors	50.0	0.0187002875505252	0.46033333333333337	0.0359374537051101	0.0010312447219696275	0.0009675188283785651
5	UNDER	0.5	n_neighbors	5.0	0.0016315017650191967	0.07999999999999999	0.003196592607223359	0.01406617172022745	0.010628306302815051
6	UNDER	0.5	n_neighbors	10.0	0.001742567219734293	0.07999999999999999	0.003408649430806969	0.004495610990104101	0.0033191672764364363
7	UNDER	0.5	n_neighbors	20.0	0.002832273652517394	0.12866666666666665	0.005540915618135839	0.003079947442187114	0.0024184961020307753
8	UNDER	0.5	n_neighbors	35.0	0.006863173777565948	0.32333333333333336	0.013439381353776685	0.0012236964782340938	0.0011511295593730065
9	UNDER	0.5	n_neighbors	50.0	0.009199236848699392	0.42000000000000004	0.01800233610717104	0.001013343253362748	0.0009620304139010934
10	UNDER	1.0	n_neighbors	5.0	0.001588305596415125	0.08	0.0031119048350750833	0.022772681717022496	0.021968337812283124
11	UNDER	1.0	n_neighbors	10.0	0.0018664234184192427	0.08833333333333333	0.0036522852432945715	0.00337007959396666	0.0027341305609383283
12	UNDER	1.0	n_neighbors	20.0	0.0027030802586697463	0.12866666666666665	0.005292180906598037	0.0015227555558151944	0.0014089148051262279
13	UNDER	1.0	n_neighbors	35.0	0.006435772379623087	0.275	0.012571761322040399	0.0011093004495560548	0.0010495904433201683
14	UNDER	1.0	n_neighbors	50.0	0.009093871245495922	0.3396666666666667	0.017708296649033194	0.0009985961682272065	0.0009380386834512016
15	OVER	0.5	n_neighbors	5.0	0.017427914710599523	0.8146666666666667	0.0341247032109045	0.0010575892562054027	0.0009344758532687134
16	OVER	0.5	n_neighbors	10.0	0.021023802521226997	0.8066666666666666	0.040977423332315535	0.000992818686570472	0.0009047751218991499
17	OVER	0.5	n_neighbors	20.0	0.02405737759162304	0.8303333333333333	0.04675451603857057	0.0009912380984464922	0.000907867651085226
18	OVER	0.5	n_neighbors	35.0	0.024672985682490434	0.8303333333333333	0.04791636935400758	0.0009516239458547227	0.000890091785494968
19	OVER	0.5	n_neighbors	50.0	0.0244201675299185	0.8223333333333332	0.0474279152885453	0.0009460144171937566	0.0008847408746549051
20	OVER	1.0	n_neighbors	5.0	0.017770722831448985	0.8309999999999998	0.03479618919968469	0.0009383518527204076	0.0008731301230328802
21	OVER	1.0	n_neighbors	10.0	0.021354907169596423	0.8226666666666667	0.04162707561557677	0.0009816070249688514	0.0008959804258659575
22	OVER	1.0	n_neighbors	20.0	0.023592880983087365	0.8466666666666667	0.045901845628503087	0.0009852154256154344	0.0009024599778480012
23	OVER	1.0	n_neighbors	35.0	0.02368339355230617	0.8546666666666667	0.04608511005678053	0.000990874386083486	0.0009063028784255508
24	OVER	1.0	n_neighbors	50.0	0.022781446744249454	0.8303333333333333	0.044343879002561454	0.0009384010742987403	0.0008791094804869983
25	NONE	0.0	contamination	0.0001	0.0	0.0	0.0	0.0017148402942256697	0.001558989649998741
26	NONE	0.0	contamination	0.001	0.013333333333333332	0.008	0.01	0.0017148402942256697	0.001558989649998741
27	NONE	0.0	contamination	0.005	0.009318610288176677	0.032	0.014414996767937944	0.0017148402942256697	0.001558989649998741
28	NONE	0.0	contamination	0.01	0.006068376068376069	0.04	0.01053227327853389	0.0017148402942256697	0.001558989649998741
29	UNDER	0.5	contamination	0.0001	0.005714285714285714	0.008	0.006666666666666666	0.003079947442187114	0.0024184961020307753
30	UNDER	0.5	contamination	0.001	0.004878048780487805	0.008	0.006060606060606061	0.003079947442187114	0.0024184961020307753
31	UNDER	0.5	contamination	0.005	0.002127659574468085	0.008	0.003361344537815126	0.003079947442187114	0.0024184961020307753
32	UNDER	0.5	contamination	0.01	0.001020408163265306	0.008	0.0018099547511312218	0.003079947442187114	0.0024184961020307753
33	UNDER	1.0	contamination	0.0001	0.0017241379310344827	0.008	0.0028368794326241132	0.0015227555558151944	0.0014089148051262279
34	UNDER	1.0	contamination	0.001	0.0015037593984962405	0.008	0.002531645569620253	0.0015227555558151944	0.0014089148051262279
35	UNDER	1.0	contamination	0.005	0.001918267134760561	0.01633333333333333	0.0034330662353892526	0.0015227555558151944	0.0014089148051262279
36	UNDER	1.0	contamination	0.01	0.001333245475311896	0.01633333333333333	0.0024624624624624628	0.0015227555558151944	0.0014089148051262279
37	OVER	0.5	contamination	0.0001	0.06666666666666667	0.008	0.014285714285714285	0.0009912380984464922	0.000907867651085226
38	OVER	0.5	contamination	0.001	0.2926177424108459	0.315	0.3031821685939333	0.0009912380984464922	0.000907867651085226
39	OVER	0.5	contamination	0.005	0.16389919795178726	0.6690000000000002	0.2630675900832153	0.0009912380984464922	0.000907867651085226
40	OVER	0.5	contamination	0.01	0.10924353174018772	0.7663333333333333	0.19099414361672556	0.0009912380984464922	0.000907867651085226
41	OVER	1.0	contamination	0.0001	0.2966666666666667	0.04	0.06956029921547162	0.0009852154256154344	0.0009024599778480012
42	OVER	1.0	contamination	0.001	0.2955824790307549	0.42799999999999994	0.3483948317639723	0.0009852154256154344	0.0009024599778480012
43	OVER	1.0	contamination	0.005	0.14168634494818372	0.774	0.2392881530647036	0.0009852154256154344	0.0009024599778480012
44	OVER	1.0	contamination	0.01	0.08917604552973526	0.8226666666666667	0.16081435907480196	0.0009852154256154344	0.0009024599778480012
